,codigo_autor,codigo_coautor,num_publicaciones
493,0000-0003-2448-7063,0000-0002-7805-5744,1
494,0000-0003-1153-8394,0000-0002-9982-6114,12
495,0000-0002-9982-6114,0000-0003-1153-8394,12
496,0000-0003-1367-6467,0000-0001-6155-9439,13
497,0000-0001-6155-9439,0000-0003-1367-6467,13
498,0000-0001-9866-8268,0000-0003-3678-6677,1
499,0000-0003-3678-6677,0000-0001-9866-8268,1
500,0000-0002-1660-2482,0000-0002-5806-829X,2
501,0000-0002-5806-829X,0000-0002-1660-2482,2
502,0000-0002-9595-3220,0000-0003-0970-2837,2
503,0000-0003-0970-2837,0000-0002-9595-3220,2
504,0000-0002-6415-6560,0000-0002-9405-9550,11
505,0000-0002-6415-6560,0000-0001-6993-6884,13
506,0000-0002-9405-9550,0000-0002-6415-6560,11
507,0000-0002-9405-9550,0000-0001-6993-6884,94
508,0000-0001-6993-6884,0000-0002-6415-6560,13
509,0000-0001-6993-6884,0000-0002-9405-9550,94
510,0000-0003-2602-3668,0000-0001-8494-732X,9
511,0000-0003-2602-3668,0000-0002-5138-1099,11
512,0000-0003-2602-3668,0000-0002-8567-173X,15
513,0000-0001-8494-732X,0000-0003-2602-3668,9
514,0000-0001-8494-732X,0000-0002-5138-1099,50
515,0000-0001-8494-732X,0000-0002-8567-173X,63
516,0000-0002-5138-1099,0000-0003-2602-3668,11
517,0000-0002-5138-1099,0000-0001-8494-732X,50
518,0000-0002-5138-1099,0000-0002-8567-173X,52
519,0000-0002-8567-173X,0000-0003-2602-3668,15
520,0000-0002-8567-173X,0000-0001-8494-732X,63
521,0000-0002-8567-173X,0000-0002-5138-1099,52
522,0000-0002-4233-1890,0000-0003-4082-8163,56
523,0000-0002-4233-1890,0000-0001-5662-1971,18
524,0000-0003-4082-8163,0000-0002-4233-1890,56
525,0000-0003-4082-8163,0000-0001-5662-1971,20
526,0000-0001-5662-1971,0000-0002-4233-1890,18
527,0000-0001-5662-1971,0000-0003-4082-8163,20
528,0000-0001-9032-8998,0000-0001-5931-642X,9
529,0000-0001-5931-642X,0000-0001-9032-8998,9
530,0000-0002-5235-9993,0000-0003-1233-9338,13
531,0000-0003-1233-9338,0000-0002-5235-9993,13
532,0000-0002-1498-9652,0000-0002-9527-6418,23
533,0000-0002-9527-6418,0000-0002-1498-9652,23
534,0000-0001-9565-1743,0000-0002-8380-8472,11
535,0000-0001-9565-1743,0000-0002-3402-8381,3
536,0000-0002-8380-8472,0000-0001-9565-1743,11
537,0000-0002-8380-8472,0000-0002-3402-8381,3
538,0000-0002-3402-8381,0000-0001-9565-1743,3
539,0000-0002-3402-8381,0000-0002-8380-8472,3
540,0000-0002-9492-1040,0000-0002-8483-0460,1
541,0000-0002-8483-0460,0000-0002-9492-1040,1
542,0000-0001-7073-2379,0000-0002-6980-4053,18
543,0000-0002-6980-4053,0000-0001-7073-2379,18
544,0000-0001-7073-2379,0000-0002-3413-570X,22
545,0000-0001-7073-2379,0000-0003-1784-5483,46
546,0000-0001-7073-2379,0000-0003-0206-5337,35
547,0000-0002-3413-570X,0000-0001-7073-2379,22
548,0000-0002-3413-570X,0000-0003-1784-5483,14
549,0000-0002-3413-570X,0000-0003-0206-5337,71
550,0000-0003-1784-5483,0000-0001-7073-2379,46
551,0000-0003-1784-5483,0000-0002-3413-570X,14
552,0000-0003-1784-5483,0000-0003-0206-5337,23
553,0000-0003-0206-5337,0000-0001-7073-2379,35
554,0000-0003-0206-5337,0000-0002-3413-570X,71
555,0000-0003-0206-5337,0000-0003-1784-5483,23
556,0000-0002-0865-8814,0000-0002-5827-0439,3
557,0000-0002-5827-0439,0000-0002-0865-8814,3
558,0000-0002-0803-1042,0000-0002-4916-5928,8
559,0000-0002-4916-5928,0000-0002-0803-1042,8
560,0000-0002-2804-9979,0000-0002-3326-864X,8
561,0000-0002-3326-864X,0000-0002-2804-9979,8
562,0000-0001-8242-9262,0000-0003-3316-2527,16
563,0000-0001-8242-9262,0000-0001-6471-3358,1
564,0000-0001-8242-9262,0000-0003-1395-9344,7
565,0000-0001-8242-9262,0000-0001-5026-9815,2
566,0000-0003-3316-2527,0000-0001-8242-9262,16
567,0000-0003-3316-2527,0000-0001-6471-3358,9
568,0000-0003-3316-2527,0000-0003-1395-9344,21
569,0000-0003-3316-2527,0000-0001-5026-9815,4
570,0000-0001-6471-3358,0000-0001-8242-9262,1
571,0000-0001-6471-3358,0000-0003-3316-2527,9
572,0000-0001-6471-3358,0000-0003-1395-9344,5
573,0000-0001-6471-3358,0000-0001-5026-9815,2
574,0000-0003-1395-9344,0000-0001-8242-9262,7
575,0000-0003-1395-9344,0000-0003-3316-2527,21
576,0000-0003-1395-9344,0000-0001-6471-3358,5
577,0000-0003-1395-9344,0000-0001-5026-9815,2
578,0000-0001-5026-9815,0000-0001-8242-9262,2
579,0000-0001-5026-9815,0000-0003-3316-2527,4
580,0000-0001-5026-9815,0000-0001-6471-3358,2
581,0000-0001-5026-9815,0000-0003-1395-9344,2
582,0000-0002-1305-3502,0000-0002-8567-173X,7
583,0000-0002-8567-173X,0000-0002-1305-3502,7
584,0000-0003-0529-2228,0000-0001-9596-3552,5
585,0000-0001-9596-3552,0000-0003-0529-2228,5
586,0000-0001-5802-8047,0000-0002-1295-1271,3
587,0000-0002-1295-1271,0000-0001-5802-8047,3
588,0000-0002-3354-2442,0000-0001-8355-4065,1
589,0000-0001-8355-4065,0000-0002-3354-2442,1
590,0000-0003-1395-9344,0000-0001-6924-6402,1
591,0000-0001-6924-6402,0000-0003-1395-9344,1
592,0000-0002-2559-7320,0000-0001-5191-4847,4
593,0000-0001-5191-4847,0000-0002-2559-7320,4
594,0000-0002-1720-7724,0000-0002-8752-8785,37
595,0000-0002-8752-8785,0000-0002-1720-7724,37
596,0000-0002-6633-165X,0000-0003-0627-2923,2
597,0000-0003-0627-2923,0000-0002-6633-165X,2
598,0000-0002-3472-8628,0000-0002-3232-2720,6
599,0000-0002-3232-2720,0000-0002-3472-8628,6
600,0000-0002-6067-4600,0000-0002-4113-457X,1
601,0000-0002-4113-457X,0000-0002-6067-4600,1
602,0000-0003-1000-1376,0000-0001-9176-2382,7
603,0000-0003-1000-1376,0000-0002-7449-3704,10
604,0000-0003-1000-1376,0000-0003-0748-1145,10
605,0000-0001-9176-2382,0000-0003-1000-1376,7
606,0000-0001-9176-2382,0000-0002-7449-3704,16
607,0000-0001-9176-2382,0000-0003-0748-1145,20
608,0000-0002-7449-3704,0000-0003-1000-1376,10
609,0000-0002-7449-3704,0000-0001-9176-2382,16
610,0000-0002-7449-3704,0000-0003-0748-1145,24
611,0000-0003-0748-1145,0000-0003-1000-1376,10
612,0000-0003-0748-1145,0000-0001-9176-2382,20
613,0000-0003-0748-1145,0000-0002-7449-3704,24
614,0000-0002-7572-9504,0000-0003-0660-6110,3
615,0000-0002-7572-9504,0000-0003-0981-2542,2
616,0000-0002-7572-9504,0000-0001-6657-0864,1
617,0000-0003-0660-6110,0000-0002-7572-9504,3
618,0000-0003-0660-6110,0000-0003-0981-2542,9
619,0000-0003-0660-6110,0000-0001-6657-0864,18
620,0000-0003-0981-2542,0000-0002-7572-9504,2
621,0000-0003-0981-2542,0000-0003-0660-6110,9
622,0000-0003-0981-2542,0000-0001-6657-0864,5
623,0000-0001-6657-0864,0000-0002-7572-9504,1
624,0000-0001-6657-0864,0000-0003-0660-6110,18
625,0000-0001-6657-0864,0000-0003-0981-2542,5
626,0000-0002-0235-9207,0000-0003-1841-6808,1
627,0000-0003-1841-6808,0000-0002-0235-9207,1
628,0000-0002-8601-9524,0000-0002-3223-5926,3
629,0000-0002-8601-9524,0000-0003-0857-495X,5
630,0000-0002-3223-5926,0000-0002-8601-9524,3
631,0000-0002-3223-5926,0000-0003-0857-495X,5
632,0000-0003-0857-495X,0000-0002-8601-9524,5
633,0000-0003-0857-495X,0000-0002-3223-5926,5
634,0000-0002-9002-5409,0000-0001-5694-472X,3
635,0000-0002-9002-5409,0000-0002-6350-5001,1
636,0000-0001-5694-472X,0000-0002-9002-5409,3
637,0000-0001-5694-472X,0000-0002-6350-5001,1
638,0000-0002-6350-5001,0000-0002-9002-5409,1
639,0000-0002-6350-5001,0000-0001-5694-472X,1
640,0000-0001-9603-1001,0000-0001-7736-5428,5
641,0000-0001-7736-5428,0000-0001-9603-1001,5
642,0000-0002-5111-7263,0000-0002-5316-1399,5
643,0000-0002-5111-7263,0000-0002-0736-9199,6
644,0000-0002-5111-7263,0000-0002-6601-2165,5
645,0000-0002-5316-1399,0000-0002-5111-7263,5
646,0000-0002-5316-1399,0000-0002-0736-9199,17
647,0000-0002-5316-1399,0000-0002-6601-2165,9
648,0000-0002-0736-9199,0000-0002-5111-7263,6
649,0000-0002-0736-9199,0000-0002-5316-1399,17
650,0000-0002-0736-9199,0000-0002-6601-2165,7
651,0000-0002-6601-2165,0000-0002-5111-7263,5
652,0000-0002-6601-2165,0000-0002-5316-1399,9
653,0000-0002-6601-2165,0000-0002-0736-9199,7
654,0000-0003-1703-0137,0000-0002-6377-5132,7
655,0000-0002-6377-5132,0000-0003-1703-0137,7
656,0000-0002-7130-981X,0000-0002-3437-3185,1
657,0000-0002-3437-3185,0000-0002-7130-981X,1
658,0000-0002-4393-0510,0000-0002-7581-5680,3
659,0000-0002-4393-0510,0000-0002-7257-9299,1
660,0000-0002-4393-0510,0000-0003-1624-7457,51
661,0000-0002-4393-0510,0000-0001-8857-7389,11
662,0000-0002-7581-5680,0000-0002-4393-0510,3
663,0000-0002-7581-5680,0000-0002-7257-9299,3
664,0000-0002-7581-5680,0000-0003-1624-7457,4
665,0000-0002-7581-5680,0000-0001-8857-7389,4
666,0000-0002-7257-9299,0000-0002-4393-0510,1
667,0000-0002-7257-9299,0000-0002-7581-5680,3
668,0000-0002-7257-9299,0000-0003-1624-7457,1
669,0000-0002-7257-9299,0000-0001-8857-7389,1
670,0000-0003-1624-7457,0000-0002-4393-0510,51
671,0000-0003-1624-7457,0000-0002-7581-5680,4
672,0000-0003-1624-7457,0000-0002-7257-9299,1
673,0000-0003-1624-7457,0000-0001-8857-7389,12
674,0000-0001-8857-7389,0000-0002-4393-0510,11
675,0000-0001-8857-7389,0000-0002-7581-5680,4
676,0000-0001-8857-7389,0000-0002-7257-9299,1
677,0000-0001-8857-7389,0000-0003-1624-7457,12
678,0000-0001-9365-5433,0000-0002-9468-7442,4
679,0000-0002-9468-7442,0000-0001-9365-5433,4
680,0000-0001-7572-4300,0000-0001-5031-468X,18
681,0000-0001-7572-4300,0000-0001-5108-8338,10
682,0000-0001-5031-468X,0000-0001-7572-4300,18
683,0000-0001-5031-468X,0000-0001-5108-8338,19
684,0000-0001-5108-8338,0000-0001-7572-4300,10
685,0000-0001-5108-8338,0000-0001-5031-468X,19
686,0000-0003-1986-1348,0000-0001-6791-7620,11
687,0000-0001-6791-7620,0000-0003-1986-1348,11
688,0000-0002-7414-7481,0000-0002-7334-1864,8
689,0000-0002-7334-1864,0000-0002-7414-7481,8
690,0000-0002-8318-8920,0000-0003-1729-5071,3
691,0000-0003-1729-5071,0000-0002-8318-8920,3
692,0000-0001-8770-1042,0000-0001-9376-0209,5
693,0000-0001-9376-0209,0000-0001-8770-1042,5
694,0000-0002-1307-2981,0000-0003-0362-820X,8
695,0000-0003-0362-820X,0000-0002-1307-2981,8
696,0000-0002-1279-8123,0000-0002-7629-6579,41
697,0000-0002-7629-6579,0000-0002-1279-8123,41
698,0000-0001-7267-5398,0000-0002-0941-4571,12
699,0000-0002-0941-4571,0000-0001-7267-5398,12
700,0000-0003-4491-6603,0000-0002-6229-8143,1
701,0000-0002-6229-8143,0000-0003-4491-6603,1
702,0000-0002-7816-0042,0000-0002-2936-4890,1
703,0000-0002-2936-4890,0000-0002-7816-0042,1
704,0000-0002-5486-0407,0000-0002-2217-3274,4
705,0000-0002-2217-3274,0000-0002-5486-0407,4
706,0000-0001-8968-5963,0000-0002-4430-954X,6
707,0000-0002-4430-954X,0000-0001-8968-5963,6
708,0000-0002-7115-9751,0000-0002-3862-8878,1
709,0000-0002-3862-8878,0000-0002-7115-9751,1
710,0000-0003-2700-7459,0000-0002-9658-9061,42
711,0000-0003-2700-7459,0000-0002-2573-1294,52
712,0000-0003-2700-7459,0000-0002-1287-4560,36
713,0000-0002-9658-9061,0000-0003-2700-7459,42
714,0000-0002-9658-9061,0000-0002-2573-1294,33
715,0000-0002-9658-9061,0000-0002-1287-4560,28
716,0000-0002-2573-1294,0000-0003-2700-7459,52
717,0000-0002-2573-1294,0000-0002-9658-9061,33
718,0000-0002-2573-1294,0000-0002-1287-4560,30
719,0000-0002-1287-4560,0000-0003-2700-7459,36
720,0000-0002-1287-4560,0000-0002-9658-9061,28
721,0000-0002-1287-4560,0000-0002-2573-1294,30
722,0000-0002-8629-0971,0000-0003-4894-4986,5
723,0000-0003-4894-4986,0000-0002-8629-0971,5
724,0000-0001-8494-732X,0000-0002-1481-1141,2
725,0000-0001-8494-732X,0000-0003-1337-7897,38
726,0000-0002-1481-1141,0000-0001-8494-732X,2
727,0000-0002-1481-1141,0000-0003-1337-7897,2
728,0000-0002-1481-1141,0000-0002-8567-173X,2
729,0000-0003-1337-7897,0000-0001-8494-732X,38
730,0000-0003-1337-7897,0000-0002-1481-1141,2
731,0000-0003-1337-7897,0000-0002-8567-173X,45
732,0000-0002-8567-173X,0000-0002-1481-1141,2
733,0000-0002-8567-173X,0000-0003-1337-7897,45
734,0000-0001-6545-9427,0000-0002-8201-980X,1
735,0000-0002-8201-980X,0000-0001-6545-9427,1
736,0000-0002-0345-4724,0000-0002-3064-6350,3
737,0000-0002-3064-6350,0000-0002-0345-4724,3
738,0000-0002-0258-2484,0000-0002-8096-3987,4
739,0000-0002-8096-3987,0000-0002-0258-2484,4
740,0000-0003-1852-6716,0000-0002-6616-6885,10
741,0000-0002-6616-6885,0000-0003-1852-6716,10
742,0000-0002-7262-3528,0000-0002-1107-3024,1
743,0000-0002-1107-3024,0000-0002-7262-3528,1
744,0000-0002-4129-6616,0000-0002-0027-9326,1
745,0000-0002-0027-9326,0000-0002-4129-6616,1
746,0000-0001-9866-8268,0000-0003-2487-125X,9
747,0000-0001-9866-8268,0000-0002-8690-1699,3
748,0000-0003-2487-125X,0000-0001-9866-8268,9
749,0000-0003-2487-125X,0000-0002-8690-1699,11
750,0000-0002-8690-1699,0000-0001-9866-8268,3
751,0000-0002-8690-1699,0000-0003-2487-125X,11
752,0000-0002-4084-6639,0000-0003-2280-925X,2
753,0000-0003-2280-925X,0000-0002-4084-6639,2
754,0000-0002-3755-8249,0000-0002-4546-3880,2
755,0000-0002-4546-3880,0000-0002-3755-8249,2
756,0000-0002-2104-2272,0000-0002-9413-0847,2
757,0000-0002-9413-0847,0000-0002-2104-2272,2
758,0000-0001-9861-6660,0000-0002-2775-5409,6
759,0000-0002-2775-5409,0000-0001-9861-6660,6
760,0000-0003-3043-3942,0000-0003-4076-2336,8
761,0000-0003-4076-2336,0000-0003-3043-3942,8
762,0000-0002-2853-3525,0000-0003-0685-2696,11
763,0000-0003-0685-2696,0000-0002-2853-3525,11
764,0000-0003-1529-8631,0000-0002-8976-6410,1
765,0000-0002-8976-6410,0000-0003-1529-8631,1
766,0000-0001-9175-1480,0000-0002-3249-6931,23
767,0000-0002-3249-6931,0000-0001-9175-1480,23
768,0000-0001-6726-1254,0000-0002-2533-5830,10
769,0000-0002-2533-5830,0000-0001-6726-1254,10
770,0000-0001-6360-7959,0000-0002-0719-6427,1
771,0000-0001-6360-7959,0000-0003-0912-4483,12
772,0000-0001-6360-7959,0000-0001-7432-2270,5
773,0000-0002-0719-6427,0000-0001-6360-7959,1
774,0000-0002-0719-6427,0000-0003-0912-4483,1
775,0000-0002-0719-6427,0000-0001-7432-2270,1
776,0000-0003-0912-4483,0000-0001-6360-7959,12
777,0000-0003-0912-4483,0000-0002-0719-6427,1
778,0000-0003-0912-4483,0000-0001-7432-2270,5
779,0000-0001-7432-2270,0000-0001-6360-7959,5
780,0000-0001-7432-2270,0000-0002-0719-6427,1
781,0000-0001-7432-2270,0000-0003-0912-4483,5
782,0000-0002-8325-2785,0000-0003-2987-4396,1
783,0000-0002-8325-2785,0000-0002-6535-661X,1
784,0000-0002-8325-2785,0000-0003-4982-5639,10
785,0000-0003-2987-4396,0000-0002-8325-2785,1
786,0000-0003-2987-4396,0000-0002-6535-661X,1
787,0000-0003-2987-4396,0000-0003-4982-5639,1
788,0000-0002-6535-661X,0000-0002-8325-2785,1
789,0000-0002-6535-661X,0000-0003-2987-4396,1
790,0000-0002-6535-661X,0000-0003-4982-5639,1
791,0000-0003-4982-5639,0000-0002-8325-2785,10
792,0000-0003-4982-5639,0000-0003-2987-4396,1
793,0000-0003-4982-5639,0000-0002-6535-661X,1
794,0000-0002-4699-5627,0000-0002-1407-8314,37
795,0000-0002-1407-8314,0000-0002-4699-5627,37
796,0000-0003-3917-8992,0000-0002-8513-2218,1
797,0000-0002-8513-2218,0000-0003-3917-8992,1
798,0000-0002-8266-8631,0000-0002-8321-9950,44
799,0000-0002-8321-9950,0000-0002-8266-8631,44
800,0000-0001-5218-6941,0000-0002-5311-9457,1
801,0000-0001-5218-6941,0000-0003-0449-0839,1
802,0000-0002-5311-9457,0000-0001-5218-6941,1
803,0000-0003-0449-0839,0000-0001-5218-6941,1
804,0000-0002-3227-2620,0000-0001-9435-9441,14
805,0000-0001-9435-9441,0000-0002-3227-2620,14
806,0000-0003-0076-8434,0000-0003-3373-2438,8
807,0000-0003-0076-8434,0000-0001-6090-4974,21
808,0000-0003-3373-2438,0000-0003-0076-8434,8
809,0000-0003-3373-2438,0000-0001-6090-4974,9
810,0000-0001-6090-4974,0000-0003-0076-8434,21
811,0000-0001-6090-4974,0000-0003-3373-2438,9
812,0000-0002-1407-8314,0000-0001-9435-9441,25
813,0000-0001-9435-9441,0000-0002-1407-8314,25
814,0000-0002-3258-363X,0000-0003-1663-4211,2
815,0000-0002-3258-363X,0000-0002-7833-3388,12
816,0000-0003-1663-4211,0000-0002-3258-363X,2
817,0000-0003-1663-4211,0000-0002-7833-3388,10
818,0000-0002-7833-3388,0000-0002-3258-363X,12
819,0000-0002-7833-3388,0000-0003-1663-4211,10
820,0000-0002-2921-8658,0000-0002-3659-6294,2
821,0000-0002-3659-6294,0000-0002-2921-8658,2
822,0000-0001-8090-5050,0000-0002-2918-8989,11
823,0000-0001-8090-5050,0000-0002-0351-5144,1
824,0000-0002-2918-8989,0000-0001-8090-5050,11
825,0000-0002-2918-8989,0000-0002-0351-5144,1
826,0000-0002-0351-5144,0000-0001-8090-5050,1
827,0000-0002-0351-5144,0000-0002-2918-8989,1
828,0000-0002-5187-0140,0000-0002-3188-5783,23
829,0000-0002-3188-5783,0000-0002-5187-0140,23
830,0000-0003-1506-9484,0000-0001-7189-7917,17
831,0000-0003-1506-9484,0000-0001-7379-2545,7
832,0000-0001-7189-7917,0000-0003-1506-9484,17
833,0000-0001-7189-7917,0000-0001-7379-2545,53
834,0000-0001-7379-2545,0000-0003-1506-9484,7
835,0000-0001-7379-2545,0000-0001-7189-7917,53
836,0000-0002-8257-4088,0000-0003-3203-1058,1
837,0000-0003-3203-1058,0000-0002-8257-4088,1
838,0000-0002-8922-1840,0000-0003-1930-9684,1
839,0000-0003-1930-9684,0000-0002-8922-1840,1
840,0000-0001-7635-783X,0000-0001-5177-6747,11
841,0000-0001-7635-783X,0000-0002-4989-5699,28
842,0000-0001-5177-6747,0000-0001-7635-783X,11
843,0000-0001-5177-6747,0000-0002-4989-5699,10
844,0000-0002-4989-5699,0000-0001-7635-783X,28
845,0000-0002-4989-5699,0000-0001-5177-6747,10
846,0000-0002-1699-2046,0000-0002-0494-0484,1
847,0000-0002-0494-0484,0000-0002-1699-2046,1
848,0000-0003-1870-1430,0000-0002-7368-9609,16
849,0000-0002-7368-9609,0000-0003-1870-1430,16
850,0000-0002-7991-9428,0000-0002-9507-7603,28
851,0000-0002-7991-9428,0000-0002-1558-7831,8
852,0000-0002-9507-7603,0000-0002-7991-9428,28
853,0000-0002-9507-7603,0000-0002-1558-7831,5
854,0000-0002-1558-7831,0000-0002-7991-9428,8
855,0000-0002-1558-7831,0000-0002-9507-7603,5
856,0000-0002-3633-8818,0000-0002-7124-2096,4
857,0000-0002-7124-2096,0000-0002-3633-8818,4
858,0000-0001-9227-8234,0000-0003-3106-3568,2
859,0000-0003-3106-3568,0000-0001-9227-8234,2
860,0000-0002-8946-0462,0000-0003-2549-4919,5
861,0000-0002-8946-0462,0000-0003-4992-7440,2
862,0000-0003-2549-4919,0000-0002-8946-0462,5
863,0000-0003-2549-4919,0000-0003-4992-7440,27
864,0000-0003-4992-7440,0000-0002-8946-0462,2
865,0000-0003-4992-7440,0000-0003-2549-4919,27
866,0000-0002-7787-0122,0000-0002-0579-3279,2
867,0000-0002-0579-3279,0000-0002-7787-0122,2
868,0000-0001-9944-2666,0000-0001-5802-2657,1
869,0000-0001-5802-2657,0000-0001-9944-2666,1
870,0000-0003-3283-4520,0000-0001-8419-5420,4
871,0000-0001-8419-5420,0000-0003-3283-4520,4
872,0000-0003-4509-7646,0000-0003-3665-7592,1
873,0000-0003-3665-7592,0000-0003-4509-7646,1
874,0000-0002-0443-5402,0000-0003-1149-5953,23
875,0000-0003-1149-5953,0000-0002-0443-5402,23
876,0000-0001-9884-9042,0000-0001-6564-2758,3
877,0000-0001-6564-2758,0000-0001-9884-9042,3
878,0000-0003-3473-0012,0000-0002-4701-8254,6
879,0000-0002-4701-8254,0000-0003-3473-0012,6
880,0000-0001-6434-7757,0000-0002-9502-355X,4
881,0000-0002-9502-355X,0000-0001-6434-7757,4
882,0000-0002-3633-8818,0000-0003-4845-0812,30
883,0000-0003-4845-0812,0000-0002-3633-8818,30
884,0000-0003-2029-6606,0000-0002-5031-1013,1
885,0000-0002-5031-1013,0000-0003-2029-6606,1
886,0000-0002-4095-2191,0000-0002-2626-5117,25
887,0000-0002-2626-5117,0000-0002-4095-2191,25
888,0000-0001-7421-3357,0000-0002-5554-6946,2
889,0000-0002-5554-6946,0000-0001-7421-3357,2
890,0000-0003-0264-8532,0000-0001-7984-8909,1
891,0000-0003-0264-8532,0000-0002-7676-7860,1
892,0000-0001-7984-8909,0000-0003-0264-8532,1
893,0000-0001-7984-8909,0000-0002-7676-7860,5
894,0000-0002-7676-7860,0000-0003-0264-8532,1
895,0000-0002-7676-7860,0000-0001-7984-8909,5
896,0000-0003-3116-7463,0000-0001-9514-3976,4
897,0000-0001-9514-3976,0000-0003-3116-7463,4
898,0000-0003-2101-8843,0000-0001-7101-1426,27
899,0000-0003-2101-8843,0000-0002-9807-327X,22
900,0000-0001-7101-1426,0000-0003-2101-8843,27
901,0000-0001-7101-1426,0000-0002-9807-327X,12
902,0000-0002-9807-327X,0000-0003-2101-8843,22
903,0000-0002-9807-327X,0000-0001-7101-1426,12
904,0000-0002-2018-6434,0000-0001-5218-6941,25
905,0000-0001-5218-6941,0000-0002-2018-6434,25
906,0000-0002-0572-0926,0000-0003-2549-4919,6
907,0000-0003-2549-4919,0000-0002-0572-0926,6
908,0000-0002-3978-8961,0000-0001-8015-8243,21
909,0000-0001-8015-8243,0000-0002-3978-8961,21
910,0000-0002-0636-1646,0000-0003-1814-0856,7
911,0000-0003-1814-0856,0000-0002-0636-1646,7
912,0000-0003-0108-4077,0000-0003-0309-3313,14
913,0000-0003-0108-4077,0000-0002-0130-8766,1
914,0000-0003-0309-3313,0000-0003-0108-4077,14
915,0000-0003-0309-3313,0000-0002-0130-8766,1
916,0000-0002-0130-8766,0000-0003-0108-4077,1
917,0000-0002-0130-8766,0000-0003-0309-3313,1
918,0000-0001-7369-1322,0000-0002-6939-8913,11
919,0000-0002-6939-8913,0000-0001-7369-1322,11
920,0000-0002-6506-6911,0000-0002-7443-1538,1
921,0000-0002-6506-6911,0000-0002-2565-7557,7
922,0000-0002-7443-1538,0000-0002-6506-6911,1
923,0000-0002-7443-1538,0000-0002-2565-7557,7
924,0000-0002-2565-7557,0000-0002-6506-6911,7
925,0000-0002-2565-7557,0000-0002-7443-1538,7
926,0000-0001-6074-8975,0000-0002-9544-6472,6
927,0000-0002-9544-6472,0000-0001-6074-8975,6
928,0000-0001-9168-3174,0000-0003-0742-1177,1
929,0000-0003-0742-1177,0000-0001-9168-3174,1
930,0000-0003-3399-581X,0000-0002-9453-4091,2
931,0000-0002-9453-4091,0000-0003-3399-581X,2
932,0000-0002-8916-3927,0000-0002-1473-5767,2
933,0000-0002-1473-5767,0000-0002-8916-3927,2
934,0000-0001-5850-3610,0000-0001-9796-4970,9
935,0000-0001-9796-4970,0000-0001-5850-3610,9
936,0000-0002-5605-0395,0000-0002-3829-066X,1
937,0000-0002-5605-0395,0000-0002-1478-9562,1
938,0000-0002-3829-066X,0000-0002-5605-0395,1
939,0000-0002-3829-066X,0000-0002-1478-9562,1
940,0000-0002-1478-9562,0000-0002-5605-0395,1
941,0000-0002-1478-9562,0000-0002-3829-066X,1
942,0000-0001-6777-6565,0000-0003-0318-4194,2
943,0000-0001-6777-6565,0000-0001-9682-2639,3
944,0000-0003-0318-4194,0000-0001-6777-6565,2
945,0000-0003-0318-4194,0000-0001-9682-2639,1
946,0000-0001-9682-2639,0000-0001-6777-6565,3
947,0000-0001-9682-2639,0000-0003-0318-4194,1
948,0000-0001-9580-624X,0000-0001-6041-9661,3
949,0000-0001-9580-624X,0000-0002-7818-1396,14
950,0000-0001-6041-9661,0000-0001-9580-624X,3
951,0000-0001-6041-9661,0000-0002-7818-1396,1
952,0000-0002-7818-1396,0000-0001-9580-624X,14
953,0000-0002-7818-1396,0000-0001-6041-9661,1
954,0000-0002-9177-054X,0000-0002-3457-0875,1
955,0000-0002-3457-0875,0000-0002-9177-054X,1
956,0000-0001-7819-2813,0000-0001-8092-7153,59
957,0000-0001-8092-7153,0000-0001-7819-2813,59
958,0000-0002-9338-284X,0000-0002-7201-1548,8
959,0000-0002-7201-1548,0000-0002-9338-284X,8
960,0000-0001-9909-6513,0000-0001-9610-7408,27
961,0000-0001-9610-7408,0000-0001-9909-6513,27
962,0000-0003-3372-2248,0000-0002-3739-7502,5
963,0000-0002-3739-7502,0000-0003-3372-2248,5
964,0000-0002-4395-1397,0000-0002-0106-1150,5
965,0000-0002-0106-1150,0000-0002-4395-1397,5
966,0000-0003-2950-4758,0000-0003-3801-2456,3
967,0000-0003-3801-2456,0000-0003-2950-4758,3
968,0000-0002-0662-7678,0000-0003-3657-106X,27
969,0000-0003-3657-106X,0000-0002-0662-7678,27
970,0000-0003-1761-6314,0000-0002-5138-1099,8
971,0000-0003-1761-6314,0000-0001-8587-7511,9
972,0000-0003-1761-6314,0000-0002-8567-173X,10
973,0000-0002-5138-1099,0000-0003-1761-6314,8
