codigo_autor,codigo_coautor,num_coautorías,num_publicaciones_totales,coautorías_normalizadas
0000-0001-6564-2758,0000-0002-2023-0108,1,31,0.03225806451612903
0000-0002-0560-4706,0000-0003-2476-4251,1,8,0.125
0000-0003-2476-4251,0000-0002-0560-4706,1,112,0.008928571428571428
0000-0001-6051-2241,0000-0003-2531-8413,1,16,0.0625
0000-0003-2531-8413,0000-0001-6051-2241,1,28,0.03571428571428571
0000-0001-6733-7300,0000-0002-2128-8061,1,15,0.06666666666666667
0000-0001-6733-7300,0000-0001-9294-1227,1,15,0.06666666666666667
0000-0002-2852-3298,0000-0002-2128-8061,1,35,0.02857142857142857
0000-0002-2128-8061,0000-0001-6733-7300,1,1,1.0
0000-0002-2128-8061,0000-0002-2852-3298,1,1,1.0
0000-0002-2128-8061,0000-0001-9294-1227,1,1,1.0
0000-0001-9294-1227,0000-0001-6733-7300,1,2,0.5
0000-0001-9294-1227,0000-0002-2128-8061,1,2,0.5
0000-0001-8242-9262,0000-0002-1720-7724,2,63,0.031746031746031744
0000-0001-8242-9262,0000-0001-7910-0554,1,63,0.015873015873015872
0000-0002-1720-7724,0000-0001-8242-9262,2,56,0.03571428571428571
0000-0002-1720-7724,0000-0003-1395-9344,1,56,0.017857142857142856
0000-0002-1720-7724,0000-0001-7910-0554,1,56,0.017857142857142856
0000-0003-3316-2527,0000-0001-7910-0554,1,102,0.00980392156862745
0000-0003-1395-9344,0000-0002-1720-7724,1,26,0.038461538461538464
0000-0003-1395-9344,0000-0001-7910-0554,1,26,0.038461538461538464
0000-0001-7910-0554,0000-0001-8242-9262,1,11,0.09090909090909091
0000-0001-7910-0554,0000-0002-1720-7724,1,11,0.09090909090909091
0000-0001-7910-0554,0000-0003-3316-2527,1,11,0.09090909090909091
0000-0001-7910-0554,0000-0003-1395-9344,1,11,0.09090909090909091
0000-0002-4571-4328,0000-0002-0585-6575,1,29,0.034482758620689655
0000-0002-0585-6575,0000-0002-4571-4328,1,11,0.09090909090909091
0000-0001-9911-4646,0000-0001-7807-1229,1,25,0.04
0000-0001-7807-1229,0000-0001-9911-4646,1,21,0.047619047619047616
0000-0002-1921-2164,0000-0002-8452-1393,1,6,0.16666666666666666
0000-0002-8452-1393,0000-0002-1921-2164,1,9,0.1111111111111111
0000-0002-1453-3196,0000-0001-8015-8243,2,72,0.027777777777777776
0000-0001-8015-8243,0000-0002-1453-3196,2,158,0.012658227848101266
0000-0002-3633-8818,0000-0003-1656-302X,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0002-4008-8110,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0002-6921-7887,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0003-3950-5113,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0003-3926-1788,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0002-5791-7149,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0001-6567-5373,1,112,0.008928571428571428
0000-0002-3633-8818,0000-0003-2344-5662,1,112,0.008928571428571428
0000-0003-1656-302X,0000-0002-3633-8818,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0002-4008-8110,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0002-6921-7887,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0003-3950-5113,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0003-3926-1788,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0002-5791-7149,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0001-6567-5373,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0003-2344-5662,1,56,0.017857142857142856
0000-0002-4008-8110,0000-0002-3633-8818,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0003-1656-302X,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0002-6921-7887,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0003-3926-1788,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0002-5791-7149,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0001-6567-5373,1,29,0.034482758620689655
0000-0002-4008-8110,0000-0003-2344-5662,1,29,0.034482758620689655
0000-0002-6921-7887,0000-0002-3633-8818,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0003-1656-302X,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0002-4008-8110,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0003-3950-5113,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0003-3926-1788,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0002-5791-7149,1,24,0.041666666666666664
0000-0002-6921-7887,0000-0003-2344-5662,1,24,0.041666666666666664
0000-0003-3950-5113,0000-0002-3633-8818,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0003-1656-302X,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0002-6921-7887,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0003-3926-1788,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0002-5791-7149,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0001-6567-5373,1,61,0.01639344262295082
0000-0003-3950-5113,0000-0003-2344-5662,1,61,0.01639344262295082
0000-0003-3926-1788,0000-0002-3633-8818,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0003-1656-302X,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0002-4008-8110,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0002-6921-7887,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0003-3950-5113,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0002-5791-7149,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0001-6567-5373,1,6,0.16666666666666666
0000-0003-3926-1788,0000-0003-2344-5662,1,6,0.16666666666666666
0000-0002-5791-7149,0000-0002-3633-8818,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0003-1656-302X,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0002-4008-8110,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0002-6921-7887,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0003-3950-5113,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0003-3926-1788,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0001-6567-5373,1,13,0.07692307692307693
0000-0002-5791-7149,0000-0003-2344-5662,1,13,0.07692307692307693
0000-0001-6567-5373,0000-0002-3633-8818,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0003-1656-302X,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0002-4008-8110,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0003-3950-5113,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0003-3926-1788,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0002-5791-7149,1,24,0.041666666666666664
0000-0001-6567-5373,0000-0003-2344-5662,1,24,0.041666666666666664
0000-0003-2344-5662,0000-0002-3633-8818,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0003-1656-302X,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0002-4008-8110,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0002-6921-7887,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0003-3950-5113,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0003-3926-1788,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0002-5791-7149,1,14,0.07142857142857142
0000-0003-2344-5662,0000-0001-6567-5373,1,14,0.07142857142857142
0000-0001-9128-7227,0000-0001-8859-5034,1,9,0.1111111111111111
0000-0001-8859-5034,0000-0001-9128-7227,1,13,0.07692307692307693
0000-0001-8240-3070,0000-0001-6657-0864,2,18,0.1111111111111111
0000-0001-6657-0864,0000-0001-8240-3070,2,20,0.1
0000-0001-6657-0864,0000-0002-1944-7078,1,20,0.05
0000-0002-1944-7078,0000-0001-6657-0864,1,40,0.025
0000-0001-7689-9727,0000-0002-4409-8084,1,17,0.058823529411764705
0000-0002-4409-8084,0000-0001-7689-9727,1,124,0.008064516129032258
0000-0003-4038-3192,0000-0003-2390-6414,1,55,0.01818181818181818
0000-0001-6555-6075,0000-0003-2390-6414,1,20,0.05
0000-0003-2390-6414,0000-0003-4038-3192,1,40,0.025
0000-0003-2390-6414,0000-0001-6555-6075,1,40,0.025
0000-0002-2633-2324,0000-0002-6302-2317,1,17,0.058823529411764705
0000-0002-2633-2324,0000-0003-4059-9276,1,17,0.058823529411764705
0000-0002-6302-2317,0000-0002-2633-2324,1,16,0.0625
0000-0002-6302-2317,0000-0003-4059-9276,1,16,0.0625
0000-0003-4059-9276,0000-0002-2633-2324,1,35,0.02857142857142857
0000-0003-4059-9276,0000-0002-6302-2317,1,35,0.02857142857142857
0000-0002-9852-2426,0000-0002-9971-8623,1,4,0.25
0000-0002-9852-2426,0000-0002-4246-5741,1,4,0.25
0000-0002-9971-8623,0000-0002-9852-2426,1,9,0.1111111111111111
0000-0002-4246-5741,0000-0002-9852-2426,1,3,0.3333333333333333
0000-0001-5811-368X,0000-0003-0685-2696,6,10,0.6
0000-0003-0685-2696,0000-0001-5811-368X,6,91,0.06593406593406594
0000-0002-1632-8460,0000-0002-7893-0721,1,20,0.05
0000-0002-7893-0721,0000-0002-1632-8460,1,13,0.07692307692307693
0000-0003-2114-1892,0000-0002-8624-7738,4,22,0.18181818181818182
0000-0002-8624-7738,0000-0003-2114-1892,4,32,0.125
0000-0001-7478-4459,0000-0002-9338-284X,2,12,0.16666666666666666
0000-0002-9338-284X,0000-0001-7478-4459,2,31,0.06451612903225806
0000-0002-6117-2872,0000-0003-2365-1765,1,25,0.04
0000-0003-2365-1765,0000-0002-6117-2872,1,19,0.05263157894736842
0000-0003-4608-7482,0000-0002-6803-7251,2,5,0.4
0000-0002-6803-7251,0000-0003-4608-7482,2,10,0.2
0000-0003-1970-7375,0000-0003-1739-4758,1,58,0.017241379310344827
0000-0003-1739-4758,0000-0003-1970-7375,1,86,0.011627906976744186
0000-0002-6386-5672,0000-0002-0066-4881,1,16,0.0625
0000-0002-0066-4881,0000-0002-6386-5672,1,17,0.058823529411764705
0000-0001-9999-5359,0000-0002-5218-0774,1,61,0.01639344262295082
0000-0002-5218-0774,0000-0001-9999-5359,1,7,0.14285714285714285
0000-0001-6937-3065,0000-0002-5616-9185,1,126,0.007936507936507936
0000-0002-5616-9185,0000-0001-6937-3065,1,27,0.037037037037037035
0000-0001-7240-9567,0000-0002-3128-1592,1,28,0.03571428571428571
0000-0002-3128-1592,0000-0001-7240-9567,1,10,0.1
0000-0002-0036-4651,0000-0002-3786-6209,1,38,0.02631578947368421
0000-0002-0036-4651,0000-0002-7635-9883,1,38,0.02631578947368421
0000-0003-4199-9052,0000-0002-3786-6209,1,21,0.047619047619047616
0000-0003-4199-9052,0000-0002-7635-9883,1,21,0.047619047619047616
0000-0002-3786-6209,0000-0002-0036-4651,1,28,0.03571428571428571
0000-0002-3786-6209,0000-0003-4199-9052,1,28,0.03571428571428571
0000-0002-3786-6209,0000-0002-1253-5550,1,28,0.03571428571428571
0000-0002-3786-6209,0000-0002-7635-9883,1,28,0.03571428571428571
0000-0002-1253-5550,0000-0002-3786-6209,1,11,0.09090909090909091
0000-0002-1253-5550,0000-0002-7635-9883,1,11,0.09090909090909091
0000-0002-7635-9883,0000-0002-0036-4651,1,21,0.047619047619047616
0000-0002-7635-9883,0000-0003-4199-9052,1,21,0.047619047619047616
0000-0002-7635-9883,0000-0002-3786-6209,1,21,0.047619047619047616
0000-0002-7635-9883,0000-0002-1253-5550,1,21,0.047619047619047616
0000-0001-7518-253X,0000-0002-0170-868X,1,38,0.02631578947368421
0000-0002-0170-868X,0000-0001-7518-253X,1,12,0.08333333333333333
0000-0002-3018-9719,0000-0003-1923-7430,1,24,0.041666666666666664
0000-0003-1923-7430,0000-0002-3018-9719,1,48,0.020833333333333332
0000-0003-3593-544X,0000-0002-9936-5805,1,6,0.16666666666666666
0000-0002-9936-5805,0000-0003-3593-544X,1,32,0.03125
0000-0002-5196-2360,0000-0001-9679-1473,1,8,0.125
0000-0001-9679-1473,0000-0002-5196-2360,1,89,0.011235955056179775
0000-0003-4060-8443,0000-0002-0339-4944,1,53,0.018867924528301886
0000-0002-0339-4944,0000-0003-4060-8443,1,229,0.004366812227074236
0000-0002-3128-2325,0000-0001-9921-4305,1,35,0.02857142857142857
0000-0002-3128-2325,0000-0002-7761-3783,1,35,0.02857142857142857
0000-0001-9921-4305,0000-0002-3128-2325,1,134,0.007462686567164179
0000-0001-9921-4305,0000-0002-7761-3783,1,134,0.007462686567164179
0000-0002-7761-3783,0000-0002-3128-2325,1,15,0.06666666666666667
0000-0002-7761-3783,0000-0001-9921-4305,1,15,0.06666666666666667
0000-0002-4434-2788,0000-0001-8487-700X,1,11,0.09090909090909091
0000-0002-4434-2788,0000-0002-0949-4188,1,11,0.09090909090909091
0000-0001-8487-700X,0000-0002-4434-2788,1,12,0.08333333333333333
0000-0001-8487-700X,0000-0002-0949-4188,1,12,0.08333333333333333
0000-0002-0949-4188,0000-0002-4434-2788,1,8,0.125
0000-0002-0949-4188,0000-0001-8487-700X,1,8,0.125
0000-0001-9639-905X,0000-0003-2728-0666,1,18,0.05555555555555555
0000-0003-2728-0666,0000-0001-9639-905X,1,19,0.05263157894736842
0000-0003-0529-4135,0000-0003-0570-3103,1,4,0.25
0000-0003-0570-3103,0000-0003-0529-4135,1,3,0.3333333333333333
0000-0002-6526-5566,0000-0001-6810-2861,1,59,0.01694915254237288
0000-0001-6810-2861,0000-0002-6526-5566,1,17,0.058823529411764705
0000-0002-1224-9191,0000-0002-4142-4841,1,6,0.16666666666666666
0000-0002-4142-4841,0000-0002-1224-9191,1,11,0.09090909090909091
0000-0002-5753-8528,0000-0001-7689-9727,1,9,0.1111111111111111
0000-0001-7689-9727,0000-0002-5753-8528,1,17,0.058823529411764705
0000-0002-3584-7338,0000-0001-8450-1010,1,26,0.038461538461538464
0000-0002-3584-7338,0000-0002-1383-5248,1,26,0.038461538461538464
0000-0001-8450-1010,0000-0002-3584-7338,1,7,0.14285714285714285
0000-0001-8450-1010,0000-0002-1383-5248,1,7,0.14285714285714285
0000-0002-1383-5248,0000-0002-3584-7338,1,141,0.0070921985815602835
0000-0002-1383-5248,0000-0001-8450-1010,1,141,0.0070921985815602835
0000-0002-2918-8989,0000-0001-9427-8406,1,122,0.00819672131147541
0000-0001-9427-8406,0000-0002-2918-8989,1,32,0.03125
0000-0001-5045-819X,0000-0002-8515-8928,1,58,0.017241379310344827
0000-0002-8515-8928,0000-0001-5045-819X,1,53,0.018867924528301886
0000-0001-7369-1322,0000-0002-2405-4404,2,84,0.023809523809523808
0000-0002-2405-4404,0000-0001-7369-1322,2,302,0.006622516556291391
0000-0003-3235-0454,0000-0001-7101-1426,1,72,0.013888888888888888
0000-0001-7101-1426,0000-0003-3235-0454,1,103,0.009708737864077669
0000-0002-8356-6418,0000-0001-7640-662X,1,16,0.0625
0000-0001-7640-662X,0000-0002-8356-6418,1,116,0.008620689655172414
0000-0001-6972-1824,0000-0003-0146-8193,1,7,0.14285714285714285
0000-0003-0146-8193,0000-0001-6972-1824,1,23,0.043478260869565216
0000-0001-5485-8748,0000-0003-4574-4591,1,42,0.023809523809523808
0000-0003-4574-4591,0000-0001-5485-8748,1,4,0.25
0000-0002-7170-2291,0000-0002-4295-6129,1,47,0.02127659574468085
0000-0002-4295-6129,0000-0002-7170-2291,1,209,0.004784688995215311
0000-0001-7885-8574,0000-0002-4102-3474,2,85,0.023529411764705882
0000-0002-4102-3474,0000-0001-7885-8574,2,180,0.011111111111111112
0000-0003-1687-192X,0000-0002-1992-1796,1,7,0.14285714285714285
0000-0002-1992-1796,0000-0003-1687-192X,1,42,0.023809523809523808
0000-0003-2943-1245,0000-0003-2927-7225,1,10,0.1
0000-0003-2927-7225,0000-0003-2943-1245,1,82,0.012195121951219513
0000-0003-2927-7225,0000-0002-9235-1419,2,82,0.024390243902439025
0000-0002-9235-1419,0000-0003-2927-7225,2,4,0.5
0000-0002-0121-0224,0000-0001-9279-9523,1,151,0.006622516556291391
0000-0001-9279-9523,0000-0002-0121-0224,1,6,0.16666666666666666
0000-0003-3862-4970,0000-0003-4309-242X,2,10,0.2
0000-0003-4309-242X,0000-0003-3862-4970,2,23,0.08695652173913043
0000-0003-4309-242X,0000-0003-1737-5776,1,23,0.043478260869565216
0000-0003-1737-5776,0000-0003-4309-242X,1,14,0.07142857142857142
0000-0003-4073-0393,0000-0002-4751-1831,1,27,0.037037037037037035
0000-0002-4751-1831,0000-0003-4073-0393,1,91,0.01098901098901099
0000-0002-3597-5698,0000-0002-0522-8974,1,20,0.05
0000-0002-0522-8974,0000-0002-3597-5698,1,77,0.012987012987012988
0000-0001-5259-2026,0000-0003-3879-9068,1,25,0.04
0000-0003-3879-9068,0000-0001-5259-2026,1,16,0.0625
0000-0002-2958-5458,0000-0002-0905-5003,2,33,0.06060606060606061
0000-0002-0905-5003,0000-0002-2958-5458,2,17,0.11764705882352941
0000-0002-6056-6829,0000-0002-7354-870X,1,21,0.047619047619047616
0000-0002-7354-870X,0000-0002-6056-6829,1,46,0.021739130434782608
0000-0003-1564-8531,0000-0001-9367-6357,1,30,0.03333333333333333
0000-0001-9367-6357,0000-0003-1564-8531,1,23,0.043478260869565216
0000-0002-5271-8060,0000-0001-7562-5724,2,30,0.06666666666666667
0000-0001-7562-5724,0000-0002-5271-8060,2,38,0.05263157894736842
0000-0003-0359-0141,0000-0003-4819-0264,2,26,0.07692307692307693
0000-0003-4819-0264,0000-0003-0359-0141,2,100,0.02
0000-0003-4348-3930,0000-0003-4511-4215,1,13,0.07692307692307693
0000-0003-4511-4215,0000-0003-4348-3930,1,6,0.16666666666666666
0000-0002-2157-4797,0000-0002-8369-1577,1,146,0.00684931506849315
0000-0002-8369-1577,0000-0002-2157-4797,1,13,0.07692307692307693
0000-0002-6526-5566,0000-0002-5435-6729,2,59,0.03389830508474576
0000-0002-5435-6729,0000-0002-6526-5566,2,8,0.25
0000-0002-5092-0847,0000-0002-1651-567X,1,26,0.038461538461538464
0000-0001-7495-7807,0000-0002-1651-567X,2,19,0.10526315789473684
0000-0002-1651-567X,0000-0002-5092-0847,1,47,0.02127659574468085
0000-0002-1651-567X,0000-0001-7495-7807,2,47,0.0425531914893617
0000-0001-8837-2367,0000-0003-1970-7375,1,23,0.043478260869565216
0000-0001-8837-2367,0000-0003-2309-7100,1,23,0.043478260869565216
0000-0003-1970-7375,0000-0001-8837-2367,1,58,0.017241379310344827
0000-0003-1970-7375,0000-0001-7423-9864,2,58,0.034482758620689655
0000-0003-2309-7100,0000-0001-8837-2367,1,20,0.05
0000-0003-2309-7100,0000-0001-7423-9864,2,20,0.1
0000-0001-7423-9864,0000-0003-1970-7375,2,158,0.012658227848101266
0000-0001-7423-9864,0000-0003-2309-7100,2,158,0.012658227848101266
0000-0002-1122-8444,0000-0001-5159-2796,1,13,0.07692307692307693
0000-0001-5159-2796,0000-0002-1122-8444,1,29,0.034482758620689655
0000-0003-0660-6110,0000-0001-8240-3070,2,26,0.07692307692307693
0000-0001-8240-3070,0000-0003-0660-6110,2,18,0.1111111111111111
0000-0003-3038-7202,0000-0002-6388-4566,1,39,0.02564102564102564
0000-0002-6388-4566,0000-0003-3038-7202,1,7,0.14285714285714285
0000-0002-1415-8007,0000-0002-6153-4976,3,57,0.05263157894736842
0000-0002-1415-8007,0000-0002-3596-7874,1,57,0.017543859649122806
0000-0002-6153-4976,0000-0002-1415-8007,3,105,0.02857142857142857
0000-0002-6153-4976,0000-0002-3596-7874,1,105,0.009523809523809525
0000-0002-2172-7394,0000-0002-3596-7874,1,66,0.015151515151515152
0000-0002-3596-7874,0000-0002-1415-8007,1,55,0.01818181818181818
0000-0002-3596-7874,0000-0002-6153-4976,1,55,0.01818181818181818
0000-0002-3596-7874,0000-0002-2172-7394,1,55,0.01818181818181818
0000-0001-7577-3794,0000-0002-7513-3604,1,41,0.024390243902439025
0000-0002-7513-3604,0000-0001-7577-3794,1,12,0.08333333333333333
0000-0002-9050-5189,0000-0002-6801-4578,3,35,0.08571428571428572
0000-0002-6801-4578,0000-0002-9050-5189,3,14,0.21428571428571427
0000-0002-8890-7082,0000-0003-3786-8199,1,35,0.02857142857142857
0000-0003-3786-8199,0000-0002-8890-7082,1,16,0.0625
0000-0002-3436-3358,0000-0001-7093-1773,1,10,0.1
0000-0001-7093-1773,0000-0002-3436-3358,1,4,0.25
0000-0002-8890-7082,0000-0002-8440-1690,1,35,0.02857142857142857
0000-0002-8890-7082,0000-0003-2271-8921,1,35,0.02857142857142857
0000-0002-8890-7082,0000-0001-7708-9208,1,35,0.02857142857142857
0000-0002-8440-1690,0000-0002-8890-7082,1,29,0.034482758620689655
0000-0003-2271-8921,0000-0002-8890-7082,1,102,0.00980392156862745
0000-0001-7708-9208,0000-0002-8890-7082,1,26,0.038461538461538464
0000-0001-6111-6291,0000-0003-2820-1480,1,27,0.037037037037037035
0000-0003-2820-1480,0000-0001-6111-6291,1,50,0.02
0000-0003-4098-6161,0000-0002-7782-4169,1,26,0.038461538461538464
0000-0002-7782-4169,0000-0003-4098-6161,1,220,0.004545454545454545
0000-0001-5364-1838,0000-0003-3465-5518,1,25,0.04
0000-0003-3465-5518,0000-0001-5364-1838,1,9,0.1111111111111111
0000-0002-0794-3488,0000-0001-9000-8126,2,4,0.5
0000-0001-9000-8126,0000-0002-0794-3488,2,34,0.058823529411764705
0000-0003-1656-302X,0000-0003-3912-5428,1,56,0.017857142857142856
0000-0003-1656-302X,0000-0002-1405-0901,1,56,0.017857142857142856
0000-0003-3912-5428,0000-0003-1656-302X,1,123,0.008130081300813009
0000-0003-3912-5428,0000-0002-1405-0901,1,123,0.008130081300813009
0000-0002-1405-0901,0000-0003-1656-302X,1,24,0.041666666666666664
0000-0002-1405-0901,0000-0003-3912-5428,1,24,0.041666666666666664
0000-0002-0522-8974,0000-0002-5964-1668,1,77,0.012987012987012988
0000-0002-5964-1668,0000-0002-0522-8974,1,26,0.038461538461538464
0000-0002-3400-3109,0000-0002-4823-8179,1,30,0.03333333333333333
0000-0002-4823-8179,0000-0002-3400-3109,1,21,0.047619047619047616
0000-0002-9754-9248,0000-0001-9258-9104,2,30,0.06666666666666667
0000-0001-9258-9104,0000-0002-9754-9248,2,100,0.02
0000-0002-7518-695X,0000-0003-3147-8042,1,18,0.05555555555555555
0000-0003-3147-8042,0000-0002-7518-695X,1,18,0.05555555555555555
0000-0002-2660-2013,0000-0003-0066-0634,1,68,0.014705882352941176
0000-0003-0066-0634,0000-0002-2660-2013,1,45,0.022222222222222223
0000-0002-6794-0107,0000-0002-2589-216X,1,14,0.07142857142857142
0000-0001-6133-4483,0000-0002-2589-216X,1,10,0.1
0000-0002-2589-216X,0000-0002-6794-0107,1,25,0.04
0000-0002-2589-216X,0000-0001-6133-4483,1,25,0.04
0000-0001-6006-0740,0000-0003-1864-8502,2,70,0.02857142857142857
0000-0003-1864-8502,0000-0001-6006-0740,2,25,0.08
0000-0002-1863-0524,0000-0001-7952-7830,1,1,1.0
0000-0001-7952-7830,0000-0002-1863-0524,1,23,0.043478260869565216
0000-0002-4666-9610,0000-0002-1260-2979,1,15,0.06666666666666667
0000-0002-1260-2979,0000-0002-4666-9610,1,6,0.16666666666666666
0000-0001-7731-3601,0000-0002-9066-8244,1,15,0.06666666666666667
0000-0002-9066-8244,0000-0001-7731-3601,1,62,0.016129032258064516
0000-0001-5148-4672,0000-0002-7115-9751,1,18,0.05555555555555555
0000-0001-5148-4672,0000-0002-8225-4025,1,18,0.05555555555555555
0000-0002-7115-9751,0000-0001-5148-4672,1,52,0.019230769230769232
0000-0002-8225-4025,0000-0001-5148-4672,1,101,0.009900990099009901
0000-0001-9834-030X,0000-0001-8063-0974,2,3,0.6666666666666666
0000-0001-9834-030X,0000-0002-4621-5934,2,3,0.6666666666666666
0000-0001-8063-0974,0000-0001-9834-030X,2,12,0.16666666666666666
0000-0002-4621-5934,0000-0001-9834-030X,2,8,0.25
0000-0002-5551-6720,0000-0002-7458-1472,1,17,0.058823529411764705
0000-0002-7458-1472,0000-0002-5551-6720,1,3,0.3333333333333333
0000-0003-4472-2112,0000-0002-8356-6418,1,59,0.01694915254237288
0000-0002-8356-6418,0000-0003-4472-2112,1,16,0.0625
0000-0001-5670-2069,0000-0003-1928-0404,1,12,0.08333333333333333
0000-0003-1928-0404,0000-0001-5670-2069,1,8,0.125
0000-0003-0237-4228,0000-0002-2823-1797,1,7,0.14285714285714285
0000-0002-2823-1797,0000-0003-0237-4228,1,18,0.05555555555555555
0000-0002-9619-0181,0000-0002-8129-9344,1,14,0.07142857142857142
0000-0003-4051-1289,0000-0002-8129-9344,1,44,0.022727272727272728
0000-0002-8129-9344,0000-0002-9619-0181,1,56,0.017857142857142856
0000-0002-8129-9344,0000-0003-4051-1289,1,56,0.017857142857142856
0000-0003-0267-3180,0000-0002-4319-8745,1,50,0.02
0000-0003-0267-3180,0000-0003-4593-1186,1,50,0.02
0000-0002-4319-8745,0000-0003-0267-3180,1,46,0.021739130434782608
0000-0002-4319-8745,0000-0003-4593-1186,1,46,0.021739130434782608
0000-0003-4593-1186,0000-0003-0267-3180,1,50,0.02
0000-0003-4593-1186,0000-0002-4319-8745,1,50,0.02
0000-0002-6290-3497,0000-0001-9538-8076,2,3,0.6666666666666666
0000-0001-9538-8076,0000-0002-6290-3497,2,9,0.2222222222222222
0000-0001-6082-8625,0000-0003-3111-3756,2,5,0.4
0000-0003-3111-3756,0000-0001-6082-8625,2,21,0.09523809523809523
0000-0001-8454-6606,0000-0002-5959-5729,1,12,0.08333333333333333
0000-0002-5959-5729,0000-0001-8454-6606,1,42,0.023809523809523808
0000-0002-4477-672X,0000-0002-4073-7221,1,29,0.034482758620689655
0000-0002-4073-7221,0000-0002-4477-672X,1,26,0.038461538461538464
0000-0001-5998-8445,0000-0001-8645-4457,1,10,0.1
0000-0001-8645-4457,0000-0001-5998-8445,1,76,0.013157894736842105
0000-0001-8843-3799,0000-0001-6690-6874,1,12,0.08333333333333333
0000-0001-6690-6874,0000-0001-8843-3799,1,90,0.011111111111111112
0000-0001-5159-2796,0000-0002-3739-7502,1,29,0.034482758620689655
0000-0001-5159-2796,0000-0001-8244-7057,1,29,0.034482758620689655
0000-0002-3739-7502,0000-0001-5159-2796,1,165,0.006060606060606061
0000-0002-3739-7502,0000-0001-8244-7057,1,165,0.006060606060606061
0000-0001-8244-7057,0000-0001-5159-2796,1,24,0.041666666666666664
0000-0001-8244-7057,0000-0002-3739-7502,1,24,0.041666666666666664
0000-0003-0519-4556,0000-0002-5255-5425,2,2,1.0
0000-0002-5255-5425,0000-0003-0519-4556,2,28,0.07142857142857142
0000-0001-5349-951X,0000-0003-2359-6823,1,7,0.14285714285714285
0000-0001-5349-951X,0000-0003-0131-0089,1,7,0.14285714285714285
0000-0003-2359-6823,0000-0001-5349-951X,1,8,0.125
0000-0003-2359-6823,0000-0003-0131-0089,1,8,0.125
0000-0003-0131-0089,0000-0001-5349-951X,1,13,0.07692307692307693
0000-0003-0131-0089,0000-0003-2359-6823,1,13,0.07692307692307693
0000-0003-0131-0089,0000-0002-8513-2218,1,13,0.07692307692307693
0000-0002-8513-2218,0000-0003-0131-0089,1,169,0.005917159763313609
0000-0001-6183-2087,0000-0002-2916-9649,1,25,0.04
0000-0002-2916-9649,0000-0001-6183-2087,1,16,0.0625
0000-0001-5638-2472,0000-0001-7790-4022,1,8,0.125
0000-0001-7790-4022,0000-0001-5638-2472,1,43,0.023255813953488372
0000-0001-9545-5136,0000-0001-7893-6421,1,3,0.3333333333333333
0000-0001-7893-6421,0000-0001-9545-5136,1,51,0.0196078431372549
0000-0002-0712-2639,0000-0002-8546-5311,1,64,0.015625
